Luxembourg,1995,F,15,64,9.25,5.46,3.36,0.42,136
Luxembourg,2000,F,15,64,9.67,5.43,3.76,0.48,146
Luxembourg,2005,F,15,64,10.31,5.47,4.16,0.67,156
Luxembourg,2010,F,15,64,11.02,5.56,4.55,0.91,168
Netherlands,1870,F,15,64,2.65,2.65,0,0,1116
Netherlands,1875,F,15,64,2.75,2.75,0,0,1166
Netherlands,1880,F,15,64,2.86,2.85,0,0,1220
Netherlands,1885,F,15,64,2.96,2.96,0,0,1294
Netherlands,1890,F,15,64,3.07,3.06,0.01,0,1360
Netherlands,1895,F,15,64,3.18,3.16,0.01,0,1446
Netherlands,1900,F,15,64,3.29,3.27,0.01,0,1535
Netherlands,1905,F,15,64,3.5,3.48,0.03,0,1672
Netherlands,1910,F,15,64,3.72,3.68,0.04,0,1766
Netherlands,1915,F,15,64,3.87,3.81,0.06,0,1960
Netherlands,1920,F,15,64,4.1,4.05,0.04,0,2138
Netherlands,1925,F,15,64,4.3,4.23,0.07,0,2327
Netherlands,1930,F,15,64,4.48,4.38,0.09,0,2542
Netherlands,1935,F,15,64,4.71,4.54,0.16,0.01,2734
Netherlands,1940,F,15,64,4.9,4.69,0.21,0.01,2927
Netherlands,1945,F,15,64,5.07,4.8,0.27,0.01,3101
Netherlands,1950,F,15,64,6.04,5.73,0.31,0.01,3219
Netherlands,1955,F,15,64,6.11,5.75,0.36,0.01,3357
Netherlands,1960,F,15,64,6.23,5.78,0.45,0.01,3535
Netherlands,1965,F,15,64,7.31,5.8,1.42,0.08,3825
Netherlands,1970,F,15,64,8.28,5.85,2.29,0.13,4052
Netherlands,1975,F,15,64,8.95,5.83,2.92,0.2,4321
Netherlands,1980,F,15,64,9.52,5.84,3.4,0.29,4627
Netherlands,1985,F,15,64,9.91,5.82,3.72,0.38,4899
Netherlands,1990,F,15,64,10.34,5.84,4,0.49,5077
Netherlands,1995,F,15,64,10.66,5.87,4.19,0.6,5198
Netherlands,2000,F,15,64,10.99,5.9,4.45,0.64,5307
Netherlands,2005,F,15,64,10.99,5.77,4.48,0.74,5424
Netherlands,2010,F,15,64,11.62,5.97,4.77,0.88,5514
New Zealand,1870,F,15,64,3.64,3.63,0.01,0,54
New Zealand,1875,F,15,64,3.84,3.83,0.01,0,65
New Zealand,1880,F,15,64,3.84,3.82,0.01,0,95
New Zealand,1885,F,15,64,3.83,3.82,0.01,0,117
New Zealand,1890,F,15,64,4.3,4.16,0.13,0,142
New Zealand,1895,F,15,64,4.39,4.24,0.15,0,163
New Zealand,1900,F,15,64,4.34,4.22,0.11,0,197
New Zealand,1905,F,15,64,4.35,4.24,0.11,0,226
New Zealand,1910,F,15,64,4.87,4.59,0.27,0.01,264
New Zealand,1915,F,15,64,5.39,4.87,0.5,0.02,318
New Zealand,1920,F,15,64,5.87,5.13,0.71,0.02,302
New Zealand,1925,F,15,64,6.24,5.33,0.88,0.02,380
New Zealand,1930,F,15,64,6.81,5.59,1.18,0.03,447
New Zealand,1935,F,15,64,7.56,5.84,1.64,0.07,430
New Zealand,1940,F,15,64,7.95,5.97,1.9,0.08,520
New Zealand,1945,F,15,64,8.25,6.04,2.12,0.09,569
New Zealand,1950,F,15,64,9.25,6.3,2.85,0.1,588
New Zealand,1955,F,15,64,9.56,6.38,3.07,0.11,632
New Zealand,1960,F,15,64,10.03,6.48,3.43,0.12,684
New Zealand,1965,F,15,64,10.08,6.15,3.8,0.14,767
New Zealand,1970,F,15,64,10.97,6.39,4.16,0.41,834
New Zealand,1975,F,15,64,11.8,6.72,4.49,0.6,938
New Zealand,1980,F,15,64,11.56,6.78,4.03,0.76,978
New Zealand,1985,F,15,64,11.57,6.9,3.74,0.93,1054
New Zealand,1990,F,15,64,11.49,6.75,3.67,1.07,1119
New Zealand,1995,F,15,64,11.79,6.7,3.9,1.19,1204
New Zealand,2000,F,15,64,12.09,6.65,4.17,1.27,1270
New Zealand,2005,F,15,64,12.17,6.58,4.24,1.35,1356
New Zealand,2010,F,15,64,11.56,6.44,3.88,1.25,1409
Norway,1870,F,15,64,3.89,3.88,0,0,525
Norway,1875,F,15,64,4.11,4.1,0,0,560
Norway,1880,F,15,64,4.31,4.31,0,0,589
Norway,1885,F,15,64,4.51,4.51,0,0,594
Norway,1890,F,15,64,4.7,4.7,0,0,604
Norway,1895,F,15,64,4.9,4.89,0.01,0,630
Norway,1900,F,15,64,5.22,5.21,0.01,0,674
Norway,1905,F,15,64,5.61,5.53,0.07,0,699
Norway,1910,F,15,64,5.94,5.81,0.13,0,727
Norway,1915,F,15,64,6.25,6.05,0.19,0,772
Norway,1920,F,15,64,6.26,6.06,0.19,0,832
Norway,1925,F,15,64,6.52,6.27,0.25,0,879
