3178-1,Seaplane,2010,City,101
3179-1,Repair Truck,2010,City,122
3180-1,Tank Truck,2010,Town,221
3181-1,Passenger Plane,2010,City,308
3181-2,Passenger Plane - ANA Version,2010,City,296
3182-1,Airport,2010,City,532
319-1,Truck with Trailer,1965,Vehicle,74
320-2,Airplane,1965,Vehicle,120
3219-1,TIE Fighter - Mini,2003,Star Wars,29
3221-1,LEGOÂ® City Truck,2010,City,277
3222-1,Helicopter and Limousine,2010,City,250
323-1,Train,1964,Vehicle,253
3259-1,Kanoka Launcher And Disc,2004,Bionicle,7
328-2,Biplane,1967,Vehicle,44
3287-1,Takutanuva,2004,Bionicle,7
329-1,Antique Car,1967,Vehicle,111
3300002-1,Holiday Set 2 of 2,2011,Seasonal,117
3300014-1,Holiday Set 2012,2012,Seasonal,109
3300020-1,Holiday Set 1 of 2,2011,Seasonal,98
3300-1,Harold the Helicopter,2006,Duplo,6
330-3,Jeep,1968,Vehicle,65
331-1,Dump Truck,1967,Vehicle,45
332-1,Tow Truck,1967,Vehicle,56
333-2,Delivery Truck,1967,Vehicle,68
3340-1,Star Wars #1 - Sith Minifig Pack,2000,Star Wars,31
334-1,Truck with Flatbed,1967,Vehicle,72
3341-1,Star Wars #2 - Luke/Han/Boba Minifig Pack,2000,Star Wars,31
3342-1,Star Wars #3 - Troopers/Chewie Minifig Pack,2000,Star Wars,31
3343-1,Star Wars #4 - Battle Droid Minifig Pack,2000,Star Wars,33
3350-1,City #1,2000,Town,27
3351-1,Three Minifig Pack - City #2,2000,Town,24
335-2,Transport Truck,1967,Vehicle,99
336-1,Fire Engine,1968,Vehicle,76
3365-1,Moon Buggy,2011,City,37
3366-1,Satellite Launcher,2011,City,164
3367-1,Space Shuttle,2011,City,230
3368-1,Rocket Launch Center,2011,City,498
337-2,Truck with Crane and Caterpillar Track,1969,Vehicle,92
343-1,Train Ferry,1968,Vehicle,147
3594-1,Bob's Workshop,2009,Duplo,14
3599-1,XXL 250 Canister,2005,Duplo,250
3612-1,Wild Animals,2002,Duplo,32
3648-1,Police Chase,2011,City,172
3658-1,Police Helicopter,2011,City,236
3661-1,Bank & Money Transfer,2011,City,408
3731-1,Pumpkin Pack,2000,Seasonal,87
3775-1,Points,2005,Duplo,2
3928-1,Sandy Moondust Mars Rover Mission Astrobot Female,2002,Space,21
3929-1,Biff Starling Mars Rover Mission Astrobot Male,2002,Space,21
40000-1,Santa Claus in the Snow,2009,Seasonal,159
40001-1,Santa Claus,2009,Seasonal,42
40002-1,Christmas Tree,2009,Seasonal,61
40003-1,Snowman,2009,Seasonal,44
40004-1,Heart 2010,2010,Seasonal,26
40005-1,Bunny,2010,Seasonal,81
40008-1,Snowman Building Set,2010,Seasonal,64
40009-1,Holiday Building Set,2010,Seasonal,85
40010-1,Santa with Sleigh Building Set,2010,Seasonal,71
40011-1,Thanksgiving Turkey,2010,Seasonal,52
40012-1,Halloween Pumpkin,2010,Seasonal,18
40013-1,Halloween Ghost,2010,Seasonal,18
40014-1,Halloween Bat,2010,Seasonal,25
40015-1,Heart Book,2011,Seasonal,51
40016-1,Valentine Letter Set,2011,Seasonal,41
40017-1,Easter Basket,2011,Seasonal,86
40018-1,Easter Bunny with Eggs,2011,Seasonal,95
40020-1,Halloween Set,2011,Seasonal,71
